date,tge,usdtry,cpi,ipi,unemployment,bist,tlref
2019-02-01,-0.016650898999252206,-0.020192842643731446,0.0016064663712418437,0.011441419709312228,0.01459879942115272,0.004371926965179185,0.014336157830371565
2019-03-01,0.028898019331889735,0.03361363093871117,0.010230651165029414,0.02954001830227959,0.00722024797348686,-0.10847984577508907,-0.013996782744844616
2019-04-01,0.03049448575734992,0.052586988375300514,0.016789326477994138,-0.005596664543657148,-0.00722024797348686,0.017252013506841024,0.046339496818851966
2019-05-01,-0.08178510625989599,0.053244352507590964,0.009451567657063897,0.008296690598198708,-0.007272759329080003,-0.05190244759517171,0.017506457593583047
2019-06-01,0.038803016061923046,-0.04005299489950742,0.000265973525112706,-0.04380144456581281,0.0,0.06304372416712312,-0.02779588934847288
2019-07-01,-0.014537470752555848,-0.024340569517539157,0.013471693889079539,0.04529866616686995,0.014493007302566863,0.05638885603271948,-0.08319055487254978
2019-08-01,0.008402193443260764,-0.008389625548014257,0.008550308598485934,-0.028277637931168442,0.0142859572474765,-0.05397688403478451,-0.16273463084162465
2019-09-01,-0.0249981573531457,0.015525021316255883,0.009883828755751445,0.036770549907841676,0.0,0.08247505864814464,-0.08529905843704944
2019-10-01,0.0068241910053314925,0.012480560774535299,0.019823748297940647,-0.01327541376482877,-0.04348511193973881,-0.06453280866352706,-0.09312045242502087
2019-11-01,0.03851779895730978,-0.009259080944068021,0.0038036799445571035,0.006369941794284628,-0.014925650216675468,0.0821894576478881,-0.16050629076507805
2019-12-01,-0.00929354770818236,0.01839450703243295,0.007405331477523092,0.01992197949176333,0.007490671729157405,0.06798835106094536,-0.11326772937055596
2020-01-01,0.007786113689127738,0.01370101111071298,0.013416966586991208,-0.0027186523881788105,-0.030305349495328926,0.04037968566083627,-0.07086479945272606
2020-02-01,-0.02277606990580061,0.021118368448523217,0.003510462312439344,0.025693693290281594,-0.03125254350410467,-0.11691678346411383,-0.03979753491152227
2020-03-01,0.021122624023362846,0.043693974216749476,0.005697767473331616,-0.06333614122243514,0.03125254350410467,-0.16753621786308592,-0.05572682548766528
2020-04-01,-0.035270115767905175,0.07686807141081053,0.008508244605407,-0.34693908214552227,0.03774032798284699,0.12036276222996545,-0.13700169610732615
2020-05-01,0.05805846804841952,0.019315922773821326,0.013529521713458337,0.17110100488091007,0.007380107297622729,0.04269147530575168,-0.0571321260014277
2020-06-01,0.001552773212003089,-0.020801206325721466,0.011268819461002444,0.14599429531115948,0.0073260400920727164,0.09920533384974561,-0.0464418849917565
2020-07-01,-0.0018908238215322726,0.0061879620107607725,0.0058219342526619755,0.10397731880284944,0.028778964550043362,-0.033465156294546716,0.013689792365188413
2020-08-01,-0.03752907238291581,0.05689496367411917,0.008606362290374925,0.015055816391480015,-0.08894748601649605,-0.04379732482057275,0.16178093012906247
2020-09-01,0.02642822929790878,0.034636566413880354,0.009686121506477186,0.02126844823901486,-0.023530497410194418,0.0599410468730337,0.10276284711803418
2020-10-01,-0.004463780845266108,0.047611014394671525,0.021087460712538864,0.001582994052604647,0.03891541624967365,-0.029121347730906244,0.18305790419670132
2020-11-01,-0.019306793879216855,0.016305858616469937,0.022719951679539108,0.01292221284275552,-0.007662872745568983,0.14316017465651854,0.14639656204013507
2020-12-01,-0.002347089995951457,-0.03590459526013001,0.012418062886008663,0.005070758382039742,-0.03125254350410467,0.1401703631639677,0.06246964532685961
2021-01-01,0.03778645076693721,-0.04328685699445067,0.016678348709792346,0.020492766604850665,-0.024097551579060017,-0.002216822311356559,0.07048208551666324
2021-02-01,0.014827453132245871,-0.04447054339445766,0.009037549634381747,0.0025841326429230094,0.07061756721395307,-0.0013990575623896717,0.00595350371762704
2021-03-01,0.029545851783137955,0.07566152998009401,0.010696316058250055,0.0010496028525199819,-0.022989518224698635,-0.05565995466321816,0.04595788234070719
2021-04-01,-0.07644944768148587,0.0667776897753587,0.016650477011276976,0.0011061327120538422,0.03053672386008177,0.00436630257588444,0.06371709680315973
